"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q1",6.8056282956271,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q2",6.87787557893259,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q3",6.93712108719929,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q4",6.87007906274781,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q1",7.41355081975203,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q2",7.61317380841253,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q3",7.83893717932851,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q4",8.1450222394058,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q1",8.55096242294115,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q2",9.1178820594451,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q3",9.18652508539015,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q4",9.48066960300513,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q1",9.85263948914652,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q2",10.3153256726667,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q3",10.8119029455402,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q4",10.9763226336799,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q1",10.9261185980972,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q2",10.7247680958039,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q3",10.841437736212,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q4",11.508422296714,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q1",12.2554154968893,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q2",12.8383334285454,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q3",13.4256033377625,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q4",13.3458028368924,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q1",13.7546706476271,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q2",14.004040107217,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q3",14.2801161003459,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q4",14.7903199871524,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q1",14.88787392303,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q2",15.8432172953053,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q3",16.4534283120283,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q4",17.2332583662275,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q1",17.8819343178102,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q2",18.5549249187256,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q3",19.0791842506664,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q4",19.2101004028793,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q1",19.7299454935534,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q2",20.5359768762588,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q3",20.9734094902656,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q4",20.8852518297596,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q1",20.5144559263742,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q2",19.7714919614808,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q3",20.3147627969859,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q4",20.2971394135204,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q1",20.1079026628073,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q2",19.1797586861,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q3",18.7460767338415,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q4",19.050777363039,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q1",18.7643977370491,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q2",18.8250022712871,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q3",18.6626693625753,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q4",19.0826865335456,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q1",20.5046882863772,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q2",23.0081572768981,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q3",23.6485036741027,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q4",24.3586824243861,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q1",25.432303867769,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q2",25.9217518223116,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q3",26.498775968153,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q4",27.7698815241454,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q1",28.4920343189188,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q2",29.8390021934196,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q3",32.1964536370621,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q4",33.0778061452389,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q1",34.5697239588134,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q2",34.8225776089988,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q3",34.0335053126173,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q4",34.6340247556358,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q1",32.0710779187172,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q2",32.1219076578818,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q3",31.961454454915,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q4",31.6826116755826,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q1",31.9775087924747,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q2",31.9116780069497,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q3",32.569254833902,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q4",32.8335731706373,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q1",32.4576772060529,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q2",32.4684157936228,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q3",31.9681495834623,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q4",31.4658350738127,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q1",30.0166457771976,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q2",30.0397509185662,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q3",29.4382848060336,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q4",29.2131899896616,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q1",29.7947669753023,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q2",30.056617184274,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q3",30.1141783184765,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q4",30.282858174795,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q1",30.0420718550923,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q2",29.9460888093556,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q3",29.5740424910447,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q4",28.7367571388077,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q1",28.3125514689319,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q2",28.0678033108697,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q3",29.5789252462272,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q4",31.1985327413169,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q1",32.9695247409736,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q2",32.9321540337374,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q3",32.6264504931384,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q4",32.9891232136758,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q1",33.750692499592,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q2",34.933668261468,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q3",35.9311164490618,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q4",36.8868161322571,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q1",37.4879601482003,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q2",38.3616290908285,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q3",39.5900672025144,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q4",41.1828416329847,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q1",42.2911957389709,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q2",43.2969349368882,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q3",44.2666516126649,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q4",44.8358849627863,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q1",45.7521804063659,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q2",47.4741434597086,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q3",48.0582936362775,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q4",49.0968282445847,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q1",49.8671163153336,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q2",50.3914820852813,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q3",51.2128960822041,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q4",51.7478609423578,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q1",52.4482737336963,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q2",53.5854378905079,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q3",54.6576236724985,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q4",55.7463123156988,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",56.6600409904667,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",57.0427448019762,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",57.5755901150545,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",57.8069901286518,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",58.4892274446994,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",59.1756874337962,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",59.4510081652996,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",60.2427625627752,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",60.9476827168426,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",61.6846865137863,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",62.741492174786,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",63.7897615036419,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",65.7091739013782,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",67.9130563729831,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",70.0766538407221,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",72.7708070591441,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",75.941491331354,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",78.9852932041438,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",85.0334194337792,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",91.9236257402968,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",98.4385298391798,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",102.912953724036,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",104.912765522874,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",105.438780171483,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",105.955566793586,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",105.643817359761,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",105.696055366185,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",105.411617248108,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",104.27954954795,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",102.810628134999,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",99.974971278883,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",93.7358530406724,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",88.0561176696881,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",87.4462484760118,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",88.0663737590435,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",89.2201420674608,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",90.0723908430875,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",90.1080262733241,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",90.884132514467,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",91.6273570988876,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",90.8131560921311,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",90.8636168987035,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",88.2041282290168,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",86.607990002376,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",86.4489875990056,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",85.8415083131753,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",86.7158736139972,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",87.98149794349,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",88.6179156878447,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",89.8969702918415,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",90.6894332989315,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",91.1865816986341,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",91.7232841615578,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",93.2869574891531,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",93.7004852306178,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",95.2839644425286,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",98.1397763359824,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.5245482416814,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.232562468079,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",102.102949397002,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",103.290803030344,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",103.625573779372,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",105.550196849083,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",106.440394842277,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",106.940088804254,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",109.118183387592,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",110.237948860699,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",111.21487272519,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",113.13570067853,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",114.300754984521,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",115.219537241367,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",115.459460833509,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",116.293947792927,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",117.514435213723,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",117.94089382023,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",118.369898471059,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",118.587702524895,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",119.246102893576,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",125.14218547757,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",131.149244417046,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",135.144716693483,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",137.707609656624,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",139.288763160092,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",139.898290621096,
"DNK","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",144.164289554162,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q1",2.75959949350129,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q2",2.74764923307813,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q3",2.74485208446081,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q4",2.77990290403844,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q1",2.88756861998763,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q2",3.02522309434679,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q3",3.17881101187166,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q4",3.30756330420945,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q1",3.38299852186655,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q2",3.40352630931517,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q3",3.3975659146383,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q4",3.40856024955585,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q1",3.44722677228693,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q2",3.57966772034965,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q3",3.76481535927031,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q4",3.97132540915254,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q1",4.18701865837286,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q2",4.3704610981717,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q3",4.5521262984849,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q4",4.75851622277038,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q1",5.01879622203188,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q2",5.31158285058942,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q3",5.61946345398514,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q4",5.90472367987546,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q1",6.12795706413166,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q2",6.26106474251537,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q3",6.39561123656763,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q4",7.33214234585814,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q1",7.13188371947025,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q2",7.46314111563462,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q3",8.00622586380624,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q4",8.56859207760482,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q1",9.31876222735423,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q2",10.3106442650845,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q3",11.0279344781218,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q4",11.0251219252967,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q1",11.6119708969986,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q2",13.4873597931131,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q3",13.1963080019272,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q4",13.7610408101802,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q1",14.097164597737,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q2",13.8993344007769,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q3",14.4960802233037,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q4",15.8963263658585,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q1",16.7767840758066,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q2",17.3124474031882,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q3",18.7427033868014,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q4",18.0481159029914,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q1",18.7194852681034,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q2",19.4385659138744,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q3",18.6112930106693,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q4",19.2176196389023,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q1",19.1600838681547,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q2",19.8335440122621,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q3",21.0579896661517,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q4",21.8106037229402,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q1",21.9006153476344,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q2",21.3932089863959,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q3",21.0956439323798,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q4",20.9740056480329,
"IRL","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q1",21.3418458416778,
